RecordID_Int,ParcelNumber,StreetNumber,StreetName,Unit,StateCode,TaxType,Zone,TaxDist,Legal,Acreage,GPIN
13611,560088300,1504,MIDLAND ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 3 BK 15 CARLTON,0.086,17091
13612,560089000,0,VINE ST,,1.0 Residential (Urban),Taxable,R-2,,LOTS 13 & 14 BK 15 CARLTON,0.187,11810
13613,560089100,1503,VINE ST,,1.0 Residential (Urban),Taxable,R-2,01,LOTS 11 & 12 BK 15 CARLTON,0.201,11842
13614,560090000,1504,VINE ST,,1.0 Residential (Urban),Taxable,R-2,,LOTS A & B BK 20 CARLTON,0.17,11994
13615,560091000,1507,VINE ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 5 BK 20 CARLTON,0.093,12058
13616,560092000,0,VINE ST,,1.0 Residential (Urban),Taxable,R-2,,LOTS 6 & 7 BK 20 CARLTON,0.186,12080
13617,560093000,702,NASSAU ST,,3.0 Multi-Family,Taxable,R-2,,LOTS C & D BK 20 CARLTON,0.165,12079
13618,560094000,708,NASSAU ST,,1.0 Residential (Urban),Taxable,R-2,,PARCEL A BK 20 CARLTON,0.174,12224
13619,560094100,800,FRANKLIN ST,,1.0 Residential (Urban),Taxable,R-2,,PARCEL C BK 20 CARLTON,0.168,12258
13620,560094200,706,NASSAU ST,,1.0 Residential (Urban),Taxable,R-2,,PARCEL B BK 20 CARLTON,0.143,12176
13621,560095000,1511,VINE ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 9 BK 15 CARLTON,0.086,14113
13622,560095100,1509,VINE ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 10 BK 15 CARLTON,0.085,14112
13623,560096000,605,MASON ST,,1.0 Residential (Urban),Taxable,R-2,,PT LOTS 7 & 8 BK 15 CARLTON,0.08,11883
13624,560097000,704,FRANKLIN ST,,1.0 Residential (Urban),Taxable,R-2,,PT LOTS 7 & 8 BK 15 CARLTON,0.097,11963
13625,560098000,1506,MIDLAND ST,,1.0 Residential (Urban),Taxable,R-2,,LOT A BK 15 CARLTON,0.12,11682
13626,560099000,603,MASON ST,,1.0 Residential (Urban),Taxable,R-2,,LOT B BK 15 CARLTON,0.138,11751
13627,560100000,702,FRANKLIN ST,,1.0 Residential (Urban),Taxable,R-2,,LOTS 16 & 17 BK 16 CARLTON,0.156,14111
13628,560101000,706,FRANKLIN ST,,3.0 Multi-Family,Taxable,R-2,,LOT B & PARCEL X BK16 CARLTON,0.192,11687
13629,560101A00,708,FRANKLIN ST,,1.0 Residential (Urban),Taxable,R-2,,REVISED PARCEL C BK 16 CARLTON,0.373,14110
13630,560101B00,600,MASON ST,,3.0 Multi-Family,Taxable,R-2,,PARCEL A BK16 CARLTON,0.165,17119
13631,560103000,718,FRANKLIN ST,,1.0 Residential (Urban),Taxable,R-2,,LOTS 9 & 10 BK 16 CARLTON,0.158,11603
13632,560105000,720,FRANKLIN ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 11 BK 16 CARLTON,0.091,11575
13633,560106000,722,FRANKLIN ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 12 BK 16 CARLTON,0.07,11559
13634,560107000,1516,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,,.417 ACRES WOOLEN MILLS,0.417,9785
13635,560108000,1600,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,,.428 ACRES,0.428,9828
13636,560109000,1518,E MARKET ST,,3.0 Multi-Family,Taxable,PUD,,PARCEL G& LOT A WOOLEN MILLS,2.168,10131
13638,560110000,1604,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,,LOT A & PARCEL X WOOLEN MILLS,0.267,9879
13639,560111000,1602,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,,.081 ACRES WOOLEN MILLS,0.081,10015
13640,560112000,1606,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,,LOT WOOLEN MILLS,0.376,9929
13641,560113000,123,FRANKLIN ST,,3.0 Multi-Family,Taxable,R-1SC,,"LOT B, .261 ACRES WOOLEN MILLS",0.261,10172
13642,560114000,1610,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,,LOT A,0.557,10002
13643,560114100,1612,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,01,LOT B-2,0.383,10053
13644,560114200,120,FRANKLIN ST,,1.0 Residential (Urban),Taxable,R-1SC,,LOT,0.175,10242
13645,560114300,124,FRANKLIN ST,,1.0 Residential (Urban),Taxable,R-1SC,,LOT,0.18,14610
13646,560114400,128,FRANKLIN ST,,1.0 Residential (Urban),Taxable,R-1SC,,LOT,0.192,14611
13647,560114500,132,FRANKLIN ST,,1.0 Residential (Urban),Taxable,R-1SC,,LOT,0.29,14613
13648,560115000,1614,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,,LOT B,0.37,10096
13649,560115100,1616,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,,LOT A,0.334,10121
13650,560116000,1618,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,,LOT B WOOLEN MILLS,0.207,10151
13651,560116100,0,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,01,LOT C WOOLEN MILLS,0.167,14738
13652,560116200,1620,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,01,RESIDUE  WOOLEN MILLS,0.492,14739
13653,560117000,1622,E MARKET ST,,3.0 Multi-Family,Taxable,R-1SC,,LOT D WOOLEN MILLS,0.036,10246
13654,560118000,1624,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,,LOT C WOOLEN MILLS,0.363,10268
13655,560119000,1700,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,,LOT B WOOLEN MILLS,0.23,10284
13656,560119100,1704,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,,LOT 1,0.09,10368
13657,560119200,1706,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,,LOT 2,0.08,10377
13658,560119300,1708,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,,LOT 3,0.083,10397
13659,560119400,1710,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,,LOT 4,0.084,10413
13660,560119A00,1702,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,,LOT A WOOLEN MILLS,0.26,14750
13661,560120000,1712,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,,LOT 5 RESIDUE WOOLEN MILLS,0.192,10423
13662,560121000,1718,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,,LOT WOOLEN MILLS,0.141,10457
13663,560122000,1720,E MARKET ST,,8.0 State Corporation Commission,Taxable,R-1SC,,LOT,0,10481
13664,560123000,1810,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,,RESIDUE & PAR A WOOLEN MILLS,0.256,10675
13665,560123100,1808,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,,LOT A,0.27,10619
13666,560124000,1812,E MARKET ST,,1.0 Residential (Urban),Taxable,R-1SC,,LOT K WOOLEN MILLS,0.58,10729
13668,570001000,210,DOUGLAS AVE,,3.0 Multi-Family,Taxable,R-2,01,LOT 1 & PAR A&C BK 2 HADEN'S ADD,0.206,13918
13669,570001100,0,DOUGLAS AVE,,1.0 Residential (Urban),Taxable,R-2,,LOT & PARS B&D,0.226,13919
13670,570002000,0,CHERRY ST,,4.0 Commercial & Industrial,Taxable,NCC,,LOTS 16-20,0.916,13920
13671,570003000,0,WALNUT ST,,4.0 Commercial & Industrial,Taxable,NCC,,LOT 9 CARLTON,0.115,9246
13672,570004000,731,WALNUT ST,,1.0 Residential (Urban),Taxable,NCC,,LOT 7 CARLTON,0.115,9314
13673,570005000,0,WALNUT ST,,4.0 Commercial & Industrial,Taxable,NCC,,LOT 1 CARLTON,0.123,9479
13674,570006000,730,WALNUT ST,,1.0 Residential (Urban),Taxable,NCC,,LOTS 6 & 8 CARLTON,0.231,9391
13675,570007000,0,WALNUT ST,,4.0 Commercial & Industrial,Taxable,NCC,,LOT 2 CARLTON,0.114,9568
13676,570007100,0,WALNUT ST,,4.0 Commercial & Industrial,Taxable,NCC,,LOT 4 CARLTON,0.115,9509
13677,570007200,0,WALNUT ST,,4.0 Commercial & Industrial,Taxable,NCC,,LOT 3 CARLTON,0.116,9423
13678,570007300,0,WALNUT ST,,4.0 Commercial & Industrial,Taxable,NCC,,LOT 5 CARLTON,0.116,9360
13679,570007400,735,WALNUT ST,,4.0 Commercial & Industrial,Taxable,NCC,,LOT 11 CARLTON,0.116,9206
13680,570007500,0,WALNUT ST,,4.0 Commercial & Industrial,Taxable,NCC,,LOT 13 CARLTON,0.116,9169
13681,570007600,0,WALNUT ST,,4.0 Commercial & Industrial,Taxable,NCC,,LOT 15 CARLTON,0.15,13913
13682,570007700,0,WALNUT ST,,4.0 Commercial & Industrial,Taxable,NCC,,LOT 14 CARLTON,0.115,9236
13683,570007800,0,WALNUT ST,,4.0 Commercial & Industrial,Taxable,NCC,,LOT 12 CARLTON,0.115,9297
13684,570007900,732,WALNUT ST,,4.0 Commercial & Industrial,Taxable,NCC,,LOT 10 CARLTON,0.115,9339
13685,570008000,221,SPRUCE ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 14 BK M CARLTON,0.242,9152
13686,570009000,301,SPRUCE ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 6 BK H CARLTON,0.161,9268
13687,570009001,227,SPRUCE ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 16 BK M CARLTON,0.161,17649
13688,570009100,223,SPRUCE ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 15 BK M CARLTON,0.169,9211
13689,570010000,303,SPRUCE ST,,3.0 Multi-Family,Taxable,R-2,,LOT 5 BK H CARLTON,0.169,9369
13690,570011000,305,SPRUCE ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 4 BK H CARLTON,0.169,9438
13691,570012000,307,SPRUCE ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 3 BK H CARLTON,0.202,9503
13692,570013000,309,SPRUCE ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 2 BK H CARLTON,0.16,9572
13693,570014000,311,SPRUCE ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 1 BK H CARLTON,0,9637
13694,570015000,313,SPRUCE ST,,3.0 Multi-Family,Taxable,R-2,,LOT CARLTON,0.175,9687
13695,570016000,1027,CARLTON AVE,,3.0 Multi-Family,Taxable,R-2,,LOT C CARLTON,0.286,9763
13696,570017000,1023,CARLTON AVE,,4.0 Commercial & Industrial,Taxable,NCC,,PARCEL B CARLTON,0.444,9633
13697,570018000,1013,CARLTON AVE,,4.0 Commercial & Industrial,Taxable,NCC,,PARCEL A-2 CARLTON,0.236,9600
13698,570018100,0,CARLTON AVE,,4.0 Commercial & Industrial,Taxable,NCC,,PARCEL A-1 CARLTON,0.268,9618
13699,570019000,1009,CARLTON AVE,,3.0 Multi-Family,Taxable,NCC,,PARCEL B,0.138,9595
13700,570020000,1005,CARLTON AVE,,4.0 Commercial & Industrial,Taxable,NCC,,PARCEL C,2.583,8984
13701,570021000,1003,CARLTON AVE,,1.0 Residential (Urban),Taxable,NCC,,PARCEL A,0.354,9477
13702,570022000,904-906,MONTICELLO RD,,4.0 Commercial & Industrial,Taxable,NCC,,LOT 1 CARLTON,0.112,9759
13703,570023000,0,MONTICELLO RD,,4.0 Commercial & Industrial,Taxable,NCC,,LOT 2 CARLTON,0.152,9760
13704,570024000,914,MONTICELLO RD,,4.0 Commercial & Industrial,Taxable,NCC,,"LOTS 3,4 & 5 CARLTON",0.542,9784
13705,570025000,918,MONTICELLO RD,,4.0 Commercial & Industrial,Taxable,NCC,,LOT 3 CARLTON,0.146,9945
13706,570026000,1016,CARLTON AVE,,1.0 Residential (Urban),Taxable,NCC,,LOT 2 CARLTON,0.123,9871
13707,570027000,1018,CARLTON AVE,,1.0 Residential (Urban),Taxable,NCC,,PT LOT 6 CARLTON,0.123,9896
13708,570028000,1022,CARLTON AVE,,1.0 Residential (Urban),Taxable,NCC,,LOT B CARLTON,0.024,9919
13709,570029000,1026,CARLTON AVE,,4.0 Commercial & Industrial,Taxable,B-3,,LOT 19 & PT LOT 16 CARLTON,0.161,9936
13710,570030000,1030,CARLTON AVE,,3.0 Multi-Family,Taxable,R-3,,LOT CARLTON,0.2,9943
13711,570030001,0,CARLTON AVE,,1.0 Residential (Urban),Taxable,R-3,,LOTS B1&B2 CARLTON,0.04,17425
13712,570031000,1032,CARLTON AVE,,1.0 Residential (Urban),Taxable,R-3,,LOT B CARLTON,0.096,9981
13713,570032000,1034,CARLTON AVE,,1.0 Residential (Urban),Taxable,R-3,,"PT LOTS 17,18 & UNNUMBERED LOT",0.162,10013
13714,570033000,511,BAINBRIDGE ST,,1.0 Residential (Urban),Taxable,R-3,,LOT A CARLTON,0.134,10064
13715,570034000,918,BAINBRIDGE ST,,4.0 Commercial & Industrial,Taxable,B-3,,LOT A CARLTON,0.135,10037
13716,570035000,507,BAINBRIDGE ST,,4.0 Commercial & Industrial,Taxable,NCC,,LOT B CARLTON,0.288,10095
13717,570036000,1000,MONTICELLO RD,,3.0 Multi-Family,Taxable,NCC,,.81 ACRES BELMONT,0.81,9972
13718,570037000,927,MONTICELLO RD,,1.0 Residential (Urban),Taxable,NCC,,LOTS 14 & 15 BK 9 BELMONT,0.083,10070
13719,570038000,925,MONTICELLO RD,,1.0 Residential (Urban),Taxable,NCC,,LOTS 10-13 BK 9 BELMONT,0.24,9985
13720,570039000,915,MONTICELLO RD,,4.0 Commercial & Industrial,Taxable,NCC,,"LOTS 6,7,8, & 9 BK 9 BELMONT",0.252,9888
13721,570041000,502,MONTICELLO RD,,4.0 Commercial & Industrial,Taxable,NCC,,LOTS 4 & 5 BK 9 BELMONT,0.131,9845
13722,570042000,500,MONTICELLO RD,,4.0 Commercial & Industrial,Taxable,NCC,,PT LOTS 1-3 BK 9 BELMONT,0.124,9777
13723,570043000,506,MERIDIAN ST,,1.0 Residential (Urban),Taxable,NCC,,PT LOTS 1-3 BK 9 BELMONT,0.083,9841
13724,570044000,901,BELMONT AVE,,3.0 Multi-Family,Taxable,R-1S,,REVISED LOT 18 BK 9 BELMONT,0.137,9904
13725,570044100,0,MERIDIAN ST,,1.0 Residential (Urban),Taxable,R-1S,,REVISED LOT 16 BK 9 BELMONT,0.123,15116
13726,570045000,909,BELMONT AVE,,1.0 Residential (Urban),Taxable,R-1S,01,LOTS 19&20 BK 9 BELMONT,0.173,9980
13728,570047000,915,BELMONT AVE,,3.0 Multi-Family,Taxable,R-1S,,LOTS 21-23 BK 9 BELMONT,0.26,10020
13729,570048000,917-A,BELMONT AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 24 BK 9 BELMONT,0.08,10073
13730,570048100,917-B,BELMONT AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 25 BK 9 BELMONT,0.087,10093
13731,570049000,925,BELMONT AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 26 BK 9 BELMONT,0.087,10109
13732,570050000,927,BELMONT AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 27 BK 9 BELMONT,0.087,10132
13733,570051000,929,BELMONT AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 28 BK 9 BELMONT,0.087,10147
13734,570051100,931,BELMONT AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 29 BK 9 BELMONT,0.08,15115
13735,570052000,935,BELMONT AVE,,1.0 Residential (Urban),Taxable,R-1S,01,LOT 30 BK 9 BELMONT,0.086,10170
13736,570053000,937,BELMONT AVE,,1.0 Residential (Urban),Taxable,R-1S,01,LOT 31&PARCEL X BK 9 BELMONT,0.117,10223
13737,570055000,912,BELMONT AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 5 BK 14 BELMONT,0.139,10260
13738,570056000,910,BELMONT AVE,,3.0 Multi-Family,Taxable,R-1S,,LOT 4 & PT LOT 3 BK 14 BELMONT,0.16,10228
13739,570057000,906,BELMONT AVE,,1.0 Residential (Urban),Taxable,R-1S,01,PT LOT 3 BK 14 BELMONT,0.116,10196
13740,570058000,904,BELMONT AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 2 BK 14 BELMONT,0.139,10157
13741,570059000,900,BELMONT AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 1 BK 14 BELMONT,0.139,10129
13742,570060000,901,MONTICELLO AVE,,3.0 Multi-Family,Taxable,R-1S,,LOT 8 BK 14 BELMONT,0.13,10282
13743,570061000,905,MONTICELLO AVE,,7.3 Exempt Local,Exempt,R-1S,,LOT 9 BK 14 BELMONT,0.13,10316
13744,570062000,909,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 10 BK 14 BELMONT,0.128,10347
13745,570063000,911,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,01,LOT 11 BK 14 BELMONT,0.132,10373
13746,570064000,917,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 12 BK 14 BELMONT,0.132,10407
13747,570065000,1000,BELMONT AVE,,7.6 Exempt Educational,Exempt,R-1S,,LOTS BK 14 & 15 BELMONT,3.076,10325
13748,570066000,932,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 9 BK 19 BELMONT,0.112,10736
13749,570067000,928,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,REVISED LOT 8 BK 19 BELMONT,0.102,10699
13750,570068000,924,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 7 BK 19 BELMONT,0.111,10662
13751,570069000,922,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,PT LOTS 5 & 6 BK 19 BELMONT,0.116,10623
13752,570070000,920,MONTICELLO AVE,,3.0 Multi-Family,Taxable,R-1S,,PT LOT 5 BK 19 BELMONT,0.12,10593
13753,570071000,912,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 4 BK 19 BELMONT,0.118,10554
13754,570072000,908,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 3 BK 19 BELMONT,0.128,10523
13755,570073000,906,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 2 BK 19 BELMONT,0.128,10489
13756,570074000,900,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 1 BK 19 BELMONT,0.074,10466
13757,570075000,702,MERIDIAN ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 1 BK 19 BELMONT,0.053,10539
13758,570076000,708,MERIDIAN ST,,7.7 Exempt Religious,Exempt,R-1S,,LOT 10 BK 19 BELMONT,0.139,10605
13759,570077000,0,BOLLING AVE,,7.7 Exempt Religious,Exempt,R-1S,,LOT 11 BK 19 BELMONT,0.139,10634
13760,570078000,905,BOLLING AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 12 BK 19 BELMONT,0.139,10669
13761,570079000,907,BOLLING AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 13 BK 19 BELMONT,0.139,10695
13762,570080000,0,BOLLING AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 14 BK 19 BELMONT,0.139,10728
13763,570081000,911,BOLLING AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 15 BK 19 BELMONT,0.139,10760
13764,570082000,913,BOLLING AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 16 BK 19 BELMONT,0.139,10782
13765,570083000,915,BOLLING AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 17 BK 19 BELMONT,0.139,10806
13766,570084000,917,BOLLING AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 18 BK 19 BELMONT,0.139,10838
13767,570085000,919,BOLLING AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 19 BK 19 BELMONT,0.139,10862
13768,570086000,702,CASTALIA ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 3 BK 20 BELMONT,0.072,10884
13769,570087000,704,CASTALIA ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 2 BK 20 BELMONT,0.066,10963
13770,570088000,706,CASTALIA ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 1 BK 20 BELMONT,0.064,11008
13771,570089000,934,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 4 BK 20 BELMONT,0.138,10972
13772,570090000,935,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,PT LOTS 13-15 BK 20 BELMONT,0.209,11016
13773,570091000,937,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,PT LOTS 14 & 15 BK 20 BELMONT,0.112,11124
13774,570092000,702,SONOMA ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 16-18&STR BK 20 BELMONT,0.13,11216
13775,570093000,1215,MONTICELLO RD,,4.0 Commercial & Industrial,Taxable,B-3,,TRI LOT & PARCEL X BELMONT,0.06,11253
13776,570094000,709,SONOMA ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOTS 16-18 BK 20 BELMONT,0.255,11125
13777,570095000,1205,MONTICELLO RD,,1.0 Residential (Urban),Taxable,B-1,01,LOT 2 BK 20 BELMONT,0.12,11095
13778,570096000,1026,TUFTON AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 1 BK 20 BELMONT,0.121,10995
13779,570097000,1022,TUFTON AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 7 BK 20 BELMONT,0.139,10965
13780,570098000,1020,TUFTON AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 6 BK 20 BELMONT,0.139,10937
13781,570099000,1018,TUFTON AVE,,3.0 Multi-Family,Taxable,R-1S,,LOT 5 BK 20 BELMONT,0.139,10905
13782,570100000,1016,TUFTON AVE,,3.0 Multi-Family,Taxable,R-1S,,LOT 4 BK 20 BELMONT,0.139,10880
13783,570101000,1012,TUFTON AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 3 BK 20 BELMONT,0.139,10854
13784,570102000,1008,TUFTON AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOTS 1 & 2 BK 20 BELMONT,0.208,10808
13785,570107000,1115,MONTICELLO RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT B BK 15 BELMONT,0.137,10849
13786,570107100,1113,MONTICELLO RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT A&X BK 15 BELMONT,0.158,10763
13787,570108000,1107,MONTICELLO RD,,1.0 Residential (Urban),Taxable,R-1S,,LOTS 5 & 6 BK 15 BELMONT,0.152,10588
13788,570109000,1012,BELMONT AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 4 BK 15 BELMONT,0.138,10526
13789,570111000,1001,BELMONT AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT & PARCEL Y BELMONT,0.142,10314
13790,570115000,1102,MONTICELLO RD,,7.2 Exempt State,Exempt,M-I,,LOTS 1-8 BELMONT,1.587,10343
13791,570118000,1112,MONTICELLO RD,,3.0 Multi-Family,Taxable,M-I,,LOT  BELMONT,0.172,10686
13792,570119000,1116,MONTICELLO RD,,4.0 Commercial & Industrial,Taxable,M-I,,LOT CARLTON,0.292,10799
13793,570120000,1118,MONTICELLO RD,,1.0 Residential (Urban),Taxable,M-I,,LOT 2 CARLTON,0.32,10911
13794,570121000,1204,MONTICELLO RD,,4.0 Commercial & Industrial,Taxable,M-I,,LOT CARLTON,0.4,11146
13795,570121100,1214,MONTICELLO RD,,4.0 Commercial & Industrial,Taxable,M-I,,LOT 7 BK 2,0.2,11260
13796,5701211A0,0,MONTICELLO RD,,4.0 Commercial & Industrial,Taxable,M-I,,LOT 8 BK 2,0.202,14688
13797,570121200,1224,MONTICELLO RD,,4.0 Commercial & Industrial,Taxable,M-I,,LOT 9 BK 2,0.199,11370
13798,570122000,1200,MONTICELLO RD,,4.0 Commercial & Industrial,Taxable,M-I,,LOTS 3 & 4 CARLTON,0.466,11015
13799,570123000,0,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,"OPEN SPACES A,B,C,D & E BELMONT STATION",0.379,10649
13800,570123001,107,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 1 BELMONT STATION,0.06,17446
13801,570123002,109,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 2 BELMONT STATION,0.05,17447
13802,570123003,111,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 3 BELMONT STATION,0.05,17448
13803,570123004,113,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 4 BELMONT STATION,0.04,17449
13804,570123005,115,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 5 BELMONT STATION,0.04,17450
13805,570123006,117,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 6 BELMONT STATION,0.06,17451
13806,570123007,121,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 7 BELMONT STATION,0.07,17452
13807,570123008,123,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 8 BELMONT STATION,0.04,17453
13808,570123009,125,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 9 BELMONT STATION,0.04,17454
13809,570123010,127,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 10 BELMONT STATION,0.04,17455
13810,570123011,129,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 11 BELMONT STATION,0.05,17456
13811,570123012,131,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 12 BELMONT STATION,0.05,17457
13812,570123013,133,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 13 BELMONT STATION,0.04,17458
13813,570123014,135,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 14 BELMONT STATION,0.04,17459
13814,570123015,137,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 15 BELMONT STATION,0.04,17460
13815,570123016,139,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 16 BELMONT STATION,0.04,17461
13816,570123017,141,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 17 BELMONT STATION,0.06,17462
13817,570123018,143,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 18 BELMONT STATION,0.1,17463
13818,570123019,145,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 19 BELMONT STATION,0.07,17464
13819,570123020,147,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 20 BELMONT STATION,0.06,17465
13820,570123021,149,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 21 BELMONT STATION,0.06,17466
13821,570123022,156,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 22 BELMONT STATION,0.09,17467
13822,570123023,154,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 23 BELMONT STATION,0.04,17468
13823,570123024,152,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 24 BELMONT STATION,0.04,17469
13824,570123025,150,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 25 BELMONT STATION,0.05,17470
13825,570123026,148,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 26 BELMONT STATION,0.06,17471
13826,570123027,146,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 27 BELMONT STATION,0.04,17472
13827,570123028,144,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 28 BELMONT STATION,0.05,17473
