RecordID_Int,ParcelNumber,StreetNumber,StreetName,Unit,StateCode,TaxType,Zone,TaxDist,Legal,Acreage,GPIN
13828,570123029,142,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 29 BELMONT STATION,0.05,17474
13829,570123030,140,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 30 BELMONT STATION,0.07,17475
13830,570123031,138,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 31 BELMONT STATION,0.07,17476
13831,570123032,136,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 32 BELMONT STATION,0.06,17477
13832,570123033,134,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 33 BELMONT STATION,0.06,17478
13833,570123034,132,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 34 BELMONT STATION,0.06,17479
13834,570123035,130,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 35 BELMONT STATION,0.09,17480
13835,570123036,128,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 36 BELMONT STATION,0.08,17481
13836,570123037,126,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 37 BELMONT STATION,0.05,17482
13837,570123038,124,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 38 BELMONT STATION,0.05,17483
13838,570123039,122,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 39 BELMONT STATION,0.04,17484
13839,570123040,120,JUNCTION LN,,1.0 Residential (Urban),Taxable,B-2,,LOT 40 BELMONT STATION,0.05,17485
13840,570123100,1128,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 11 BK B JEFFERSON HILLS,0.208,11252
13841,570123101,1110,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 2 BK B JEFFERSON HILLS,0.392,10452
13842,570123110,1108,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 1 BK B JEFFERSON HILLS,0.358,10401
13843,570123120,1107,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 1 BK A JEFFERSON HILLS,0.219,10496
13844,570123130,1109,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 2 BK A JEFFERSON HILLS,0.18,10589
13845,570123140,1111,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 3 BK A JEFFERSON HILLS,0.194,10665
13846,570123150,1113,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 4 BK A JEFFERSON HILLS,0.194,10745
13847,570123160,1115,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 5 BK A JEFFERSON HILLS,0.22,10825
13848,570123170,1117,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 6 BK A JEFFERSON HILLS,0.198,10913
13849,570123180,1119,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 7 BK A JEFFERSON HILLS,0.176,10983
13850,570123190,1121,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 8 BK A JEFFERSON HILLS,0.191,11067
13851,5701231A0,0,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,PARCEL X BK B JEFFERSON HILLS,0.14,17445
13852,570123200,1126,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 10 BK B JEFFERSON HILLS,0.174,11164
13853,570123201,1123,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 9 BK A JEFFERSON HILLS,0.191,11139
13854,570123210,1125,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 10 BK A JEFFERSON HILLS,0.191,11227
13855,570123220,1127,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 11 BK A JEFFERSON HILLS,0.19,11295
13856,570123230,1129,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 12 BK A JEFFERSON HILLS,0.22,11351
13857,570123240,400,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 11 BK D JEFFERSON HILLS,0.301,11366
13858,570123250,1302,HAMPTON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 10 BK D JEFFERSON HILLS,0.257,11422
13859,570123260,1304,HAMPTON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 9 BK D JEFFERSON HILLS,0.306,11476
13860,570123270,1306,HAMPTON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 8 BK D JEFFERSON HILLS,0,11535
13861,570123280,1308,HAMPTON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 7 BK D JEFFERSON HILLS,0.216,11585
13862,570123290,1310,HAMPTON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 6 BK D JEFFERSON HILLS,0.198,11649
13863,570123300,1124,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 9 BK B JEFFERSON HILLS,0.185,11077
13864,570123301,1312,HAMPTON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 5 BK D JEFFERSON HILLS,0.19,11702
13865,570123310,308-B,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 5B BK C JEFFERSON HILLS,0.097,10895
13866,570123320,304-B,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 3B BK C JEFFERSON HILLS,0.098,10746
13867,570123370,1311,HAMPTON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 16 BK C JEFFERSON HILLS,0.187,11515
13868,570123380,1309,HAMPTON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 15 BK C JEFFERSON HILLS,0.187,11460
13869,570123390,1307,HAMPTON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 14 BK C JEFFERSON HILLS,0.187,11408
13870,570123400,1122,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 8 BK 8 JEFFERSON HILLS,0.176,10996
13871,570123401,1305,HAMPTON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 13 BK C JEFFERSON HILLS,0.18,11365
13872,570123410,1303,HAMPTON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 12 BK C JEFFERSON HILLS,0.187,11324
13873,570123420,320,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 11 BK C JEFFERSON HILLS,0.215,11259
13874,570123430,318,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 10 BK C JEFFERSON WOODS,0.241,11201
13875,570123440,316,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 9 BK C JEFFERSON HILLS,0.233,11140
13876,570123450,314,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 8 BK C JEFFERSON HILLS,0.213,11079
13877,570123460,312,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 7 BK C JEFFERSON HILLS,0.194,11003
13878,570123470,310,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 6 BK C JEFFERSON HILLS,0.19,10941
13879,570123480,308-A,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 5A BK C JEFFERSON HILLS,0.099,10868
13880,570123490,306,CARLTON RD,,3.0 Multi-Family,Taxable,R-1S,,LOT 4 BK C JEFFERSON HILLS,0.198,10791
13881,570123500,1120,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 7 BK B JEFFERSON HILLS,0.176,10918
13882,570123501,304-A,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 3A BK C JEFFERSON HILLS,0.099,10707
13883,570123510,302,CARLTON RD,,3.0 Multi-Family,Taxable,B-2,,LOT 2 BK C JEFFERSON HILLS,0.198,10637
13884,570123520,300,CARLTON RD,,3.0 Multi-Family,Taxable,B-2,,LOT 1 & AREA X BK C JEFFERSON HILLS,0.155,10565
13885,570123550,305,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,"LOT 20, PARCEL A BK B JEFFERSO",0.394,10614
13886,570123560,307,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 19 BK B JEFFERSON HILLS,0.31,10684
13887,570123570,309,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 18 BK B JEFFERSON HILLS,0.289,10767
13888,570123580,311,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 17 BK B JEFFERSON HILLS,0.27,10841
13889,570123590,313,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 16 BK B JEFFERSON HILLS,0.221,10912
13890,570123600,1118,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 6 BK B JEFFERSON HILLS,0.206,10840
13891,570123601,315,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 15 BK B JEFFERSON HILLS,0.227,10969
13892,570123610,317,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 14 BK B JEFFERSON HILLS,0.207,11035
13893,570123620,319,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 13 BK B JEFFERSON HILLS,0.207,11093
13894,570123630,321,CARLTON RD,,3.0 Multi-Family,Taxable,R-1S,,LOT 12 BK B JEFFERSON HILLS,0.201,11173
13895,570123640,402,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 12 BK D JEFFERSON HILLS,0.368,11421
13896,570123650,404,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 13 BK D JEFFERSON HILLS,0.317,11463
13897,570123660,406,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 14 BK D JEFFERSON HILLS,0.288,11487
13898,570123670,408,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 15 BK D JEFFERSON HILLS,0.258,11506
13899,570123680,410,CARLTON RD,,1.0 Residential (Urban),Taxable,R-1S,,LOT 16 BK D JEFFERSON HILLS,0.224,11503
13900,570123690,0,CARLTON RD,,4.0 Commercial & Industrial,Taxable,M-I,,LOT 17 BK D JEFFERSON HILLS,0.216,11497
13901,570123700,1116,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 5 BK B JEFFERSON HILLS,0.241,10735
13902,570123701,0,CARLTON RD,,4.0 Commercial & Industrial,Taxable,M-I,,LOT 18 BK D JEFFERSON HILLS,0.167,11485
13903,570123710,0,CARLTON RD,,4.0 Commercial & Industrial,Taxable,M-I,,LOT 19 BK D JEFFERSON HILLS,0.135,11573
13904,570123720,1114,MONTICELLO RD,,3.0 Multi-Family,Taxable,M-I,,LOT JEFFERSON HILLS,0.1725,10751
13905,570123800,1114,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 4 BK B JEFFERSON HILLS,0.31,10620
13906,570123900,1112,LEONARD ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 3 BK B JEFFERSON HILLS,0.61,10490
13907,570124000,301,CARLTON RD,,3.0 Multi-Family,Taxable,B-2,,"LOTS 21,22 & 0.308 ACRES",0.631,10436
13908,570125000,1212,CARLTON AVE,,1.0 Residential (Urban),Taxable,B-2,,LOT A  CARLTON,0.077,10404
13909,570125A00,1210,CARLTON AVE,,3.0 Multi-Family,Taxable,B-2,,LOT B CARLTON,0.228,10375
13910,570126000,1208,CARLTON AVE,,1.0 Residential (Urban),Taxable,B-2,,LOT CARLTON,0.348,10319
13911,570127000,1206,CARLTON AVE,,3.0 Multi-Family,Taxable,R-3,,LOT 13 CARLTON,0.26,10262
13912,570127100,0,LEONARD ST,,1.0 Residential (Urban),Taxable,R-2,,STRIP 394 SQ FT,0.009,10313
13913,570128000,1204,CARLTON AVE,,3.0 Multi-Family,Taxable,R-3,,LOT 14 CARLTON,0.215,10230
13914,570129000,1106,LEONARD ST,,3.0 Multi-Family,Taxable,R-2,,LOT 9 BELMONT,0.135,10374
13915,570130000,1104,LEONARD ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 10 CARLTON,0.138,10318
13916,570131000,1102,LEONARD ST,,3.0 Multi-Family,Taxable,R-3,,LOT 11 CARLTON,0.138,10256
13917,570132000,1100,LEONARD ST,,3.0 Multi-Family,Taxable,R-3,,LOT 12 CARLTON,0.134,10206
13918,570133000,1200,CARLTON AVE,,3.0 Multi-Family,Taxable,R-3,,LOTS 15 & 16 CARLTON,0.344,10130
13919,570134000,1110,MYRTLE ST,,1.0 Residential (Urban),Taxable,R-2,,LOT A BK D S B WOODS ADD,0.22,9990
13920,570134100,1108,MYRTLE ST,,3.0 Multi-Family,Taxable,R-2,,LOT B CARLTON,0.193,9954
13921,570134200,1106,MYRTLE ST,,3.0 Multi-Family,Taxable,R-2,,LOT C CARLTON,0.18,9920
13922,570135000,1105,CARLTON AVE,,4.0 Commercial & Industrial,Taxable,B-3,,LOTS 1-3 BK D CARLTON,0.307,9835
13923,570136000,1107,MYRTLE ST,,1.0 Residential (Urban),Taxable,R-2,,LOT C CARLTON,0.172,9662
13924,570137000,1105,MYRTLE ST,,1.0 Residential (Urban),Taxable,R-2,,LOT B CARLTON,0.155,9635
13925,570138000,1101,MYRTLE ST,,1.0 Residential (Urban),Taxable,R-2,,LOT A CARLTON,0.155,9612
13926,570139000,304,SPRUCE ST,,1.0 Residential (Urban),Taxable,R-2,,PT LOT 4 BK 1 CARLTON,0.103,9547
13927,570140000,1100,CHERRY ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 1 BK 1 CARLTON,0.1033,9412
13928,570140100,0,CHERRY ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 2 BK 1 CARLTON,0.1033,15126
13929,570141000,0,CHERRY ST,,1.0 Residential (Urban),Taxable,R-2,,PT LOTS 4-6 BK 1 CARLTON,0.172,9463
13930,570142000,1101,CHERRY ST,,1.0 Residential (Urban),Taxable,R-2,,PARCEL A BK N CARLTON,0.142,13924
13931,570142001,1103,CHERRY ST,,1.0 Residential (Urban),Taxable,R-2,,PARCEL B BK N CARLTON,0.12,17355
13932,570143000,1105,CHERRY ST,,1.0 Residential (Urban),Taxable,R-2,,"PT LOTS 1,2&E-2 BK N CARLTON",0.15,13929
13933,570144000,1107,CHERRY ST,,1.0 Residential (Urban),Taxable,R-2,,LOT & F-3,0.127,9329
13934,570144100,1111,CHERRY ST,,1.0 Residential (Urban),Taxable,R-2,01,PARCEL F-1,0.14,9337
13935,570144200,1113,CHERRY ST,,1.0 Residential (Urban),Taxable,R-2,,PARCELS F-2 & X,0.201,9386
13936,570144300,216,CHESTNUT ST,,1.0 Residential (Urban),Taxable,R-2,,PARCELS G & Y,0.285,9487
13937,570145000,218,SPRUCE ST,,1.0 Residential (Urban),Taxable,MLTP,,PARCEL E-1,0.138,9622
13938,570145100,0,CHESTNUT ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 3 BK J CARLTON,0.161,9583
13939,570145A00,211,SPRUCE ST,,1.0 Residential (Urban),Taxable,R-2,,PARCEL D1,0.223,13915
13940,570145B00,213,SPRUCE ST,,1.0 Residential (Urban),Taxable,R-2,,LOT Y,0.043,13916
13941,570145B10,215,SPRUCE ST,,1.0 Residential (Urban),Taxable,R-2,,LOT Z,0.043,14143
13942,570145C00,0,DOUGLAS AVE,,7.3 Exempt Local,Exempt,R-2,,PARCEL C2,1.339,13922
13943,570146000,301,CHESTNUT ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 7 BK I WOOD'S ADDITION,0.161,9501
13944,570147000,303,CHESTNUT ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 8 BK I CARLTON,0.161,9580
13945,570148000,307,CHESTNUT ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 10 BK I WOOD'S ADDITION,0.161,9685
13946,570148100,305,CHESTNUT ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 9 BK I CARLTON,0.161,9636
13947,570149000,1109,MYRTLE ST,,3.0 Multi-Family,Taxable,R-2,01,"PT LOTS 11,12&PAR W CARLTON",0.161,9740
13948,570150000,1111,MYRTLE ST,,1.0 Residential (Urban),Taxable,R-2,,PT LOTS 11 & 12 BK I CARLTON,0.16,9788
13949,570151000,312,CHESTNUT ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 9 BK E CARLTON,0.1597,9989
13950,570151100,0,CHESTNUT ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 8 BK E CARLTON,0.1597,10040
13951,570152000,310,CHESTNUT ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 10 BK E CARLTON,0.161,9925
13952,570153000,308,CHESTNUT ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 11 BK E CARLTON,0.161,9858
13953,570154000,306,CHESTNUT ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 12 BK E CARLTON,0.161,9797
13954,570155000,302,CHESTNUT ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 1 BK J CARLTON,0.16,9675
13955,570155100,0,CHESTNUT ST,,1.0 Residential (Urban),Taxable,R-2,,LOT BK J CARLTON,0.08,9734
13956,570155200,304,CHESTNUT ST,,1.0 Residential (Urban),Taxable,R-2,,LOT BK J CARLTON,0.08,9771
13957,570156000,300,CHESTNUT ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 2 BK J CARLTON,0.161,9634
13958,570157000,1000-4000,CITY WALK WAY,,4.0 Commercial & Industrial,Taxable,DEH,,LOT 2 CARLTON,6.45,17107
13960,570157002,1049,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,NEW LOT 2 PH II WATER STREET PROMENADE,0.05,17313
13961,570157003,1051,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,NEW LOT 3 PH II WATER STREET PROMENADE,0.05,17314
13962,570157004,1053,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,NEW LOT 4 PH II WATER STREET PROMENADE,0.05,17315
13963,570157005,1055,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,NEW LOT 5 PH II WATER STREET PROMENADE,0.05,17316
13964,570157006,1057,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,NEW LOT 6 PH II WATER STREET PROMENADE,0.05,17317
13965,570157007,1059,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,NEW LOT 7 PH II WATER STREET PROMENADE,0.07,17318
13966,570157008,1061,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,NEW LOT 8 PH II WATER STREET PROMENADE,0.08,17319
13967,570157009,1063,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,REVISED LOT 9 PH II WATER STREET PROMENADE,0.05,17320
13968,570157010,1065,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,REVISED LOT 10 PH II WATER STREET PROMENADE,0.1,17321
13969,570157011,1071,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,REVISED LOT 11 PH II WATER STREET PROMENADE,0.06,17322
13970,570157012,1073,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,REVISED LOT 12 PH II WATER STREET PROMENADE,0.05,17323
13971,570157013,1075,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,REVISED LOT 13 PH II WATER STREET PROMENADE,0.05,17324
13972,570157014,1077,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,REVISED LOT 14 PH II WATER STREET PROMENADE,0.07,17325
13973,570157015,1081,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,REVISED LOT 15 PH II WATER STREET PROMENADE,0.07,17326
13974,570157016,1083,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,REVISED LOT 16 PH II WATER STREET PROMENADE,0.05,17327
13975,570157017,1085,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,REVISED LOT 17 PH II WATER STREET PROMENADE,0.05,17328
13976,570157018,1087,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,REVISED LOT 18 PH I WATER STREET PROMENADE,0.05,17329
13977,570157019,1089,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,REVISED LOT 19 PH I WATER STREET PROMENADE,0.05,17330
13978,570157020,1029,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,NEW LOT 20 PH III WATER STREET PROMENADE,0.05,17331
13979,570157021,1031,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,NEW LOT 21 PH III WATER STREET PROMENADE,0.04,17332
13980,570157022,1033,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,NEW LOT 22 PH III WATER STREET PROMENADE,0.04,17333
13981,570157023,1035,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,NEW LOT 23 PH III WATER STREET PROMENADE,0.04,17334
13982,570157024,1037,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,NEW LOT 24 PH III WATER STREET PROMENADE,0.04,17335
13983,570157025,1039,E WATER ST,,1.0 Residential (Urban),Taxable,PUD,,NEW LOT 25 PH III WATER STREET PROMENADE,0.04,17494
13984,570157A00,0,WATER ST,,1.0 Residential (Urban),Taxable,PUD,,"OPEN SPACE A,B&C WATER STREET PROMENADE",0.619,8783
13985,570157B00,0,WATER ST,,1.0 Residential (Urban),Taxable,PUDH,,NEW COAL TOWER LOT WATER STREET PROMENADE,0.15,17338
13986,570160000,221,CARLTON RD,,4.0 Commercial & Industrial,Taxable,M-I,,LOTS CARLTON,2.18,9889
13987,570161000,211-19,CARLTON RD,,4.0 Commercial & Industrial,Taxable,M-I,,LOTS 4-7 PARCELS X&Y BK E,0.579,10184
13988,570164000,0,CARLTON AVE,,1.0 Residential (Urban),Taxable,PUD,,EDDINS COTTAGES COMMON AREA,0.17,10171
13989,570164100,1205,CARLTON AVE,,1.0 Residential (Urban),Taxable,PUD,,UNIT 1 EDDINS COTTAGES,0.031,10171
13990,570164101,0,CARLTON AVE,,1.0 Residential (Urban),Taxable,PUD,,UNIT 10 EDDINS COTTAGES,0.024,10171
13991,570164200,1203,CARLTON AVE,,1.0 Residential (Urban),Taxable,PUD,,UNIT 2 EDDINS COTTAGES,0.03,10171
13992,570164300,1201,CARLTON AVE,,1.0 Residential (Urban),Taxable,PUD,,UNIT 3 EDDINS COTTAGES,0.028,10171
13993,570164400,0,CARLTON AVE,,1.0 Residential (Urban),Taxable,PUD,,UNIT 4 EDDINS COTTAGES,0.024,10171
13994,570164500,0,CARLTON AVE,,1.0 Residential (Urban),Taxable,PUD,,UNIT 5 EDDINS COTTAGES,0.024,10171
13995,570164600,0,CARLTON AVE,,1.0 Residential (Urban),Taxable,PUD,,UNIT 6 EDDINS COTTAGES,0.025,10171
13996,570164700,0,CARLTON AVE,,1.0 Residential (Urban),Taxable,PUD,,UNIT 7 EDDINS COTTAGES,0.024,10171
13997,570164800,0,CARLTON AVE,,1.0 Residential (Urban),Taxable,PUD,,UNIT 8 EDDINS COTTAGES,0.023,10171
13998,570164900,0,CARLTON AVE,,1.0 Residential (Urban),Taxable,PUD,,UNIT 9 EDDINS COTTAGES,0.023,10171
14000,580001000,201,AVON ST,,4.0 Commercial & Industrial,Taxable,DEH,,LOT 1 BK 1 BELMONT,0.41,7997
14001,580002000,215,AVON ST,,4.0 Commercial & Industrial,Taxable,DEH,,LOT BK 1 BELMONT,0.434,8044
14002,580040000,0,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 1 BK 16 BELMONT,0.138,9425
14003,580041000,800,6TH ST SE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 11 BK 16 BELMONT,0.121,9594
14004,580042000,605,BOLLING AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 12 BK 16 BELMONT,0.139,9623
14005,580043000,609,BOLLING AVE,,3.0 Multi-Family,Taxable,R-1S,,LOT 13 BK 16 BELMONT,0.139,9661
14006,580044000,611,BOLLING AVE,,3.0 Multi-Family,Taxable,R-1S,,LOT 14 BK 16 BELMONT,0.139,9689
14007,580045000,615,BOLLING AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 15 BK 16 BELMONT,0.139,9716
14008,580046000,617,BOLLING AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 16 BK 16 BELMONT,0.13,9750
14009,580047000,619,BOLLING AVE,,3.0 Multi-Family,Taxable,R-1S,,LOT 17 BK 16 BELMONT,0.139,9786
14010,580048000,709,AVON ST,,1.0 Residential (Urban),Taxable,R-1S,,"PT LOTS 18,19,20 BK 16 BELMONT",0.208,9890
14011,580049000,707,AVON ST,,3.0 Multi-Family,Taxable,R-1S,,"PT LOTS 18,19,20 BK 16 BELMONT",0.207,9809
14012,580050000,705,AVON ST,,3.0 Multi-Family,Taxable,R-1S,,PT LOTS 8-10 BK 16 BELMONT,0.194,9730
14013,580051000,703,AVON ST,,3.0 Multi-Family,Taxable,R-1S,,LOT  BELMONT,0.083,9704
14014,580052000,701,AVON ST,,3.0 Multi-Family,Taxable,R-1S,,PT LOT 10 BK 16 BELMONT,0.114,9668
14015,580053000,608,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 7 & PT 8 BK 16 BELMONT,0.168,9629
14016,580054000,618,MONTICELLO AVE,,3.0 Multi-Family,Taxable,R-1S,,LOT 6 BK 16 BELMONT,0.139,9601
14017,580055000,614,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 5 BK 16 BELMONT,0.139,9564
14018,580056000,612,MONTICELLO AVE,,3.0 Multi-Family,Taxable,R-1S,,LOT 4 BK 16 BELMONT,0.139,9514
14019,580057000,606,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 3 BK 16 BELMONT,0.138,9456
14020,580057100,604,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 2 BK 16 BELMONT,0.138,14705
14021,580058000,607,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 12 BK 10 BELMONT,0.137,9210
14022,580058A00,605,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 11 BK 10 BELMONT,0.12,14151
14023,580059000,609,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,01,LOT 13 BK 10 BELMONT,0.139,9280
14024,580060000,613,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 14 BK 10 BELMONT,0.139,9312
14025,580061000,617,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 15 BK 10 BELMONT,0.139,9341
14026,580062000,619,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 16 BK 10 BELMONT,0.139,9365
14027,580063000,621,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT A & PT 17 BK 10 BELMONT,0.113,9486
14028,580064000,623,MONTICELLO AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT B BK 10 BELMONT,0.069,9512
14029,580065000,613,AVON ST,,1.0 Residential (Urban),Taxable,R-1S,01,LOT A BK 10 BELMONT,0.143,9541
14030,580066000,611,AVON ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOTS 17-20 BK 10 BELMONT,0.188,9404
14031,580067000,609,AVON ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOTS 8-10 BK 10 BELMONT,0.112,9378
14032,580068000,605,AVON ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOTS 8-10 BK 10 BELMONT,0.129,9324
14033,580069000,601,AVON ST,,3.0 Multi-Family,Taxable,R-1S,,PT LOTS 8-10 BK 10 BELMONT,0.121,9279
14034,580070000,618,BELMONT AVE,,3.0 Multi-Family,Taxable,R-1S,,LOT 6 BK 10 BELMONT,0.139,9219
14035,580070100,620,BELMONT AVE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 7 BK 10 BELMONT,0.139,9239
14036,580070200,616,BELMONT AVE,,3.0 Multi-Family,Taxable,R-1S,,LOT 5 BK 10 BELMONT,0.139,9190
